design_name,parts,
Design A000P000: job_1710840472390_A000P000,Escar,pBAD,RiboJ53,P1,PhlF,ECK120033737,Xscar,pPhlF,pAmtR,RiboJ10,S4,SrpR,ECK120029600,Vscar,pTac,BydvJ,A1,AmtR,L3S2P55,Cscar
