design_name,parts,
Design A000P000: job_1710841695844_A000P000,Escar,pSrpR,pLmrA,RiboJ53,P3,PhlF,ECK120033737,Xscar,pTet,RiboJ10,S2,SrpR,ECK120029600,Vscar,pAmtR,pHlyIIR,SarJ,B3,BM3R1,L3S2P11,Uscar,pTac,RiboJ64,N1,LmrA,ECK120010876,Fscar,pPhlF,RiboJ51,H1,HlyIIR,ECK120033736,Dscar,pBAD,BydvJ,A1,AmtR,L3S2P55,Cscar
