design_name,parts,
Design A000P000: job_1710841763079_A000P000,Escar,pLuxStar,RiboJ53,P1,PhlF,ECK120033737,Xscar,pAmtR,fadD,SarJ,B2,BM3R1,L3S2P11,Vscar,pPhlF,fadD,RiboJ57,E1,BetI,L3S3P11,Uscar,fadD,ScmJ,R1,PsrA,ECK120015440,Fscar,galEP2,BydvJ,A1,AmtR,L3S2P55,Cscar
Design A000P001: job_1710841763079_A000P001,Escar,pLuxStar,RiboJ53,P1,PhlF,ECK120033737,Xscar,fadD,pAmtR,SarJ,B2,BM3R1,L3S2P11,Vscar,pPhlF,fadD,RiboJ57,E1,BetI,L3S3P11,Uscar,fadD,ScmJ,R1,PsrA,ECK120015440,Fscar,galEP2,BydvJ,A1,AmtR,L3S2P55,Cscar
