design_name,parts,
Design A000P000: job_1710750513210_A000P000,Escar,pSrpR,pAmtR,RiboJ53,P3,PhlF,ECK120033737,Xscar,pTac,RiboJ10,S2,SrpR,ECK120029600,Vscar,pBAD,BydvJ,A1,AmtR,L3S2P55,Cscar
