design_name,parts,
Design A000P000: job_1710842173697_A000P000,Escar,pLuxStar,RiboJ53,P1,PhlF,ECK120033737,Xscar,pHlyIIR,fadD,RiboJ10,S4,SrpR,ECK120029600,Vscar,pPhlF,fadD,SarJ,B3,BM3R1,L3S2P11,Uscar,galEP2,RiboJ51,H1,HlyIIR,ECK120033736,Fscar,fadD,BydvJ,A1,AmtR,L3S2P55,Cscar
Design A000P001: job_1710842173697_A000P001,Escar,pLuxStar,RiboJ53,P1,PhlF,ECK120033737,Xscar,fadD,pHlyIIR,RiboJ10,S4,SrpR,ECK120029600,Vscar,pPhlF,fadD,SarJ,B3,BM3R1,L3S2P11,Uscar,galEP2,RiboJ51,H1,HlyIIR,ECK120033736,Fscar,fadD,BydvJ,A1,AmtR,L3S2P55,Cscar
